,year,navarea_i,navarea_ii,navarea_iii,navarea_iv,navarea_ix,navarea_v,navarea_vi,navarea_vii,navarea_viii,navarea_x,navarea_xi,navarea_xii,navarea_xiii,navarea_xiv,navarea_xv,navarea_xvi,poverty_percentage,attacks,math_benchmark_percent,reading_benchmark_percent,sea_law_adoption,R&D_proportion_of_GDP,full_time_researchers_per_million,high_risk
2928,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.41517,2396.53998,1
2929,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.41517,2396.53998,1
2930,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,3,0.0,0.0,0.0,25.0,10.0,0
2931,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,15,0.0,0.0,0.0,25.0,10.0,1
2932,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2934,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2935,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2936,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2938,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
2939,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2941,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.4,13,0.0,0.0,0.0,0.03229,18.81599,0
2942,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2943,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2944,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2945,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2946,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2947,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
2948,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
2949,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,13,0.0,0.0,0.0,25.0,10.0,0
2950,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,10,9.45183,27.86454,0.0,25.0,10.0,0
2951,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,40,25.4186,40.12246,0.0,0.12008,10.0,1
2952,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,40,25.4186,40.12246,0.0,0.12008,10.0,1
2953,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.3,15,0.0,0.0,0.0,25.0,10.0,1
2954,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.3,73,0.0,0.0,0.0,25.0,10.0,1
2956,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
2957,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
2958,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2959,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2961,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,13,0.0,0.0,0.0,25.0,10.0,0
2962,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
2965,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.3,73,0.0,0.0,0.0,25.0,10.0,1
2967,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
2968,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,9,21.24353,34.74443,87.0,0.14714,39.10899,0
2969,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,9,21.24353,34.74443,100.0,0.14714,39.10899,0
2970,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,8,70.62118,81.00955,0.0,2.81741,4412.43542,0
2971,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,10,9.45183,27.86454,0.0,25.0,10.0,0
2972,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,40,33.71327,57.16047,50.0,0.24286,88.0191,1
2973,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,40,33.71327,57.16047,0.0,0.24286,88.0191,1
2974,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7,10,0.0,0.0,0.0,25.0,10.0,0
2975,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7,10,0.0,0.0,0.0,25.0,10.0,0
2976,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,3,0.0,0.0,0.0,25.0,10.0,0
2984,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
2987,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
2989,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.33713,300.25538,1
2990,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,19,0.0,0.0,0.0,0.12028,10.0,1
2991,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,19,0.0,0.0,0.0,0.12028,10.0,1
2993,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
2994,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
2995,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
2996,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
2997,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
3000,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.9,621,28.1363,30.09174,0.0,0.22633,215.99355,1
3001,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1,33,0.0,0.0,0.0,0.26654,48.05369,1
3002,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.9,621,28.1363,30.09174,0.0,0.22633,215.99355,1
3005,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,9,18.81942,35.68967,87.0,0.14714,39.10899,0
3006,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,9,18.81942,35.68967,100.0,0.14714,39.10899,0
3008,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1,130,0.0,0.0,0.0,0.13223,38.78981,1
3009,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2,9,0.0,0.0,0.0,0.40638,10.56469,0
3012,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4,4,0.0,0.0,0.0,25.0,10.0,0
3013,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3014,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3015,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7,4,43.75356,55.306,0.0,0.31291,315.2625,0
3016,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.2,40,34.6132,50.09685,50.0,0.23462,88.0191,1
3017,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.2,40,34.6132,50.09685,0.0,0.23462,88.0191,1
3018,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,13,0.0,0.0,0.0,25.0,10.0,0
3019,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,13,0.0,0.0,0.0,25.0,10.0,0
3021,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1,130,0.0,0.0,0.0,0.13223,38.78981,1
3022,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.0,15,0.0,0.0,0.0,25.0,10.0,1
3023,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6,621,28.1363,30.09174,0.0,0.22633,215.99355,1
3025,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4,40,25.4186,40.12246,0.0,0.12085,10.0,1
3026,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4,40,25.4186,40.12246,0.0,0.12085,10.0,1
3029,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3031,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
3032,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
3033,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,17,0.0,0.0,0.0,0.0704,69.13831,1
3034,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,4,34.14569,0.0,0.0,0.83027,1474.91351,0
3035,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
3036,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
3037,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.33713,300.25538,1
3038,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,2,0.0,0.0,0.0,25.0,10.0,0
3039,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
3041,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.5,20,0.0,0.0,0.0,25.0,10.0,1
3042,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7,40,25.4186,40.12246,0.0,0.12715,10.0,1
3043,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7,40,25.4186,40.12246,0.0,0.12715,10.0,1
3044,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,19,0.0,0.0,0.0,0.12028,10.0,1
3046,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,15,0.0,0.0,0.0,25.0,10.0,1
3047,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,90.0,25.0,10.0,1
3048,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,100.0,25.0,10.0,1
3049,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,90.0,25.0,10.0,1
3050,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,100.0,25.0,10.0,1
3051,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6,621,28.1363,30.09174,0.0,0.22633,215.99355,1
3052,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7,94,14.15759,19.37729,70.0,0.15683,105.68078,1
3053,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7,94,14.15759,19.37729,100.0,0.15683,105.68078,1
3056,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.33713,300.25538,1
3058,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3062,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,21,0.0,0.0,0.0,25.0,10.0,1
3064,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.41517,2396.53998,1
3065,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.41517,2396.53998,1
3066,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.33713,300.25538,1
3067,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,90.0,25.0,10.0,1
3068,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,100.0,25.0,10.0,1
3069,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,40,33.71327,57.16047,50.0,0.24286,88.0191,1
3070,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,40,33.71327,57.16047,0.0,0.24286,88.0191,1
3071,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,7,0.0,0.0,0.0,25.0,10.0,0
3072,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,21,0.0,0.0,0.0,25.0,10.0,1
3073,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3074,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,39.5,38.3,0.0,0.66571,216.00083,1
3075,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4,43.35862,58.25517,0.0,0.38798,315.2625,0
3077,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,13,0.0,0.0,0.0,25.0,10.0,0
3082,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1,130,0.0,0.0,0.0,0.13223,38.78981,1
3083,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6,621,28.1363,30.09174,0.0,0.22633,215.99355,1
3084,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,95.0,2.14058,1307.12128,1
3085,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,100.0,2.14058,1307.12128,1
3091,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
3092,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
3093,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.3,73,0.0,0.0,0.0,25.0,10.0,1
3095,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
3096,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
3097,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3098,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3099,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,39.5,38.3,0.0,0.66571,216.00083,1
3100,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,90.0,25.0,10.0,1
3101,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,100.0,25.0,10.0,1
3104,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
3105,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
3107,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1,130,0.0,0.0,0.0,0.13223,38.78981,1
3109,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.5,20,0.0,0.0,0.0,25.0,10.0,1
3110,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,12,4.84779,0.0,0.0,0.37655,89.11206,0
3111,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
3113,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
3114,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
3115,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.41517,2396.53998,1
3116,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.41517,2396.53998,1
3117,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.41517,2396.53998,1
3118,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.41517,2396.53998,1
3119,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,95.0,2.10033,1196.68794,1
3120,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,100.0,2.10033,1196.68794,1
3121,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,95.0,2.10033,1196.68794,1
3122,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,100.0,2.10033,1196.68794,1
3124,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,12,0.0,0.0,65.0,25.0,10.0,0
3125,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,12,0.0,0.0,67.0,25.0,10.0,0
3129,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3130,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.3,73,0.0,0.0,0.0,25.0,10.0,1
3131,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.3,73,0.0,0.0,0.0,25.0,10.0,1
3132,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,90.0,25.0,10.0,1
3133,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,100.0,25.0,10.0,1
3134,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
3135,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,90.0,25.0,10.0,1
3136,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,100.0,25.0,10.0,1
3137,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
3138,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,19,0.0,0.0,0.0,0.12028,10.0,1
3141,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3142,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3143,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
3144,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
3145,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.0,7,0.0,0.0,0.0,0.03158,35.48821,0
3146,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7,10,0.0,0.0,0.0,25.0,10.0,0
3147,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
3148,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3149,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3152,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,39.5,38.3,0.0,0.66571,216.00083,1
3153,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
3154,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
3155,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3159,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63.7,11,0.0,0.0,0.0,0.31312,42.96538,0
3160,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.8,2,0.0,0.0,50.0,0.01264,24.70438,0
3161,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.8,2,0.0,0.0,67.0,0.01264,24.70438,0
3162,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
3163,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
3164,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
3166,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,74,80.89702,86.15665,0.0,0.44113,678.56047,1
3167,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
3168,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
3169,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.33713,300.25538,1
3170,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.5,20,0.0,0.0,0.0,25.0,10.0,1
3171,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
3172,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
3173,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3176,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
3177,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
3180,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
3182,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.3,73,0.0,0.0,0.0,25.0,10.0,1
3185,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
3186,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,40,33.71327,57.16047,50.0,0.24286,88.0191,1
3187,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,40,33.71327,57.16047,0.0,0.24286,88.0191,1
3188,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.4,21,29.74863,49.00791,0.0,1.09392,887.67844,1
3189,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
3191,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3192,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,95.0,2.11603,1224.7822,1
3193,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,100.0,2.11603,1224.7822,1
3196,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.9,40,34.6132,50.09685,50.0,0.23462,88.0191,1
3197,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.9,40,34.6132,50.09685,0.0,0.23462,88.0191,1
3198,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68.6,19,0.0,0.0,0.0,25.0,10.0,1
3199,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,621,31.35022,44.62185,0.0,0.23805,215.19041,1
3200,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68.6,19,0.0,0.0,0.0,25.0,10.0,1
3203,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
3204,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
3205,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3,19,29.0676,49.41969,57.0,0.44266,399.48996,1
3206,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3,19,29.0676,49.41969,100.0,0.44266,399.48996,1
3207,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.5,20,0.0,0.0,0.0,25.0,10.0,1
3208,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,14,0.0,0.0,0.0,25.0,10.0,0
