,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Reporting Type,Sex,Type of skill,Units
95307,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,2019,57.85075,2019,Telecommunications Regulatory Authority (TRA),,C,G,BOTHSEX,COPA,PERCENT
95308,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,2019,36.1435,2019,Telecommunications Regulatory Authority (TRA),,C,G,MALE,SOFT,PERCENT
95309,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,2019,26.99552,2019,Telecommunications Regulatory Authority (TRA),,C,G,MALE,INST,PERCENT
95310,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",48,Bahrain,2019,62.653,2019,Telecommunications Regulatory Authority (TRA),,C,G,FEMALE,COPA,PERCENT
95311,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",50,Bangladesh,2019,0.90392,2019,MICS 2019,age 15-49,C,G,FEMALE,SOFT,PERCENT
95312,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",50,Bangladesh,2019,0.2,2019,Bangladesh Bureau of Statistics(BBS),,C,G,BOTHSEX,PCPR,PERCENT
95313,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",50,Bangladesh,2019,0.87955,2019,MICS 2019,age 15-49,C,G,FEMALE,CMFL,PERCENT
95314,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",50,Bangladesh,2019,0.78998,2019,MICS 2019,age 15-49,C,G,FEMALE,COPA,PERCENT
95315,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",50,Bangladesh,2019,0.74705,2019,MICS 2019,age 15-49,C,G,FEMALE,EMAIL,PERCENT
95316,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",50,Bangladesh,2019,0.62835,2019,MICS 2019,age 15-49,C,G,FEMALE,TRAF,PERCENT
95317,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",50,Bangladesh,2019,0.53446,2019,MICS 2019,age 15-49,C,G,FEMALE,INST,PERCENT
95318,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",50,Bangladesh,2019,0.40584,2019,MICS 2019,age 15-49,C,G,FEMALE,EPRS,PERCENT
95319,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",50,Bangladesh,2019,0.36382,2019,MICS 2019,age 15-49,C,G,FEMALE,ARSP,PERCENT
95320,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",50,Bangladesh,2019,0.204,2019,MICS 2019,age 15-49,C,G,FEMALE,PCPR,PERCENT
95321,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,38.71689,2014,Eurostat,,C,G,FEMALE,ARSP,PERCENT
95322,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,37.48009,2014,Eurostat,,C,G,FEMALE,INST,PERCENT
95323,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,62.71549,2014,Eurostat,,C,G,MALE,TRAF,PERCENT
95324,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,46.37351,2014,Eurostat,,C,G,MALE,ARSP,PERCENT
95325,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,64.10784,2014,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,COPA,PERCENT
95326,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,72.0434,2014,Eurostat,,C,G,MALE,CMFL,PERCENT
95327,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,64.75741,2014,Eurostat,,C,G,FEMALE,CMFL,PERCENT
95328,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,55.79991,2014,Eurostat,,C,G,MALE,INST,PERCENT
95329,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,35.95307,2014,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,EPRS,PERCENT
95330,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,58.81532,2014,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,TRAF,PERCENT
95331,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,42.53205,2014,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,ARSP,PERCENT
95332,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,32.84849,2014,Eurostat,,C,G,FEMALE,EPRS,PERCENT
95333,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,65.89381,2014,Eurostat,,C,G,MALE,COPA,PERCENT
95334,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,9.20008,2014,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,PCPR,PERCENT
95335,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,74.77739,2014,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,EMAIL,PERCENT
95336,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,62.33409,2014,Eurostat,,C,G,FEMALE,COPA,PERCENT
95337,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,46.60865,2014,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,INST,PERCENT
95338,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,39.079,2014,Eurostat,,C,G,MALE,EPRS,PERCENT
95339,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,68.38796,2014,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,CMFL,PERCENT
95340,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,13.56961,2014,Eurostat,,C,G,MALE,PCPR,PERCENT
95341,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,4.8604,2014,Eurostat,,C,G,FEMALE,PCPR,PERCENT
95342,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2014,54.94181,2014,Eurostat,,C,G,FEMALE,TRAF,PERCENT
95343,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,47.20701,2015,Eurostat,,C,G,MALE,ARSP,PERCENT
95344,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,54.19769,2015,Eurostat,,C,G,FEMALE,COPA,PERCENT
95345,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,63.22301,2015,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,COPA,PERCENT
95346,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,42.45239,2015,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,ARSP,PERCENT
95347,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,54.9422,2015,Eurostat,,C,G,FEMALE,TRAF,PERCENT
95348,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,8.46069,2015,Eurostat,,C,G,MALE,PCPR,PERCENT
95349,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,9.71241,2015,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,PCPR,PERCENT
95350,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,62.4289,2015,Eurostat,,C,G,MALE,CMFL,PERCENT
95351,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,56.97169,2015,Eurostat,,C,G,FEMALE,CMFL,PERCENT
95352,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,29.99299,2015,Eurostat,,C,G,FEMALE,EPRS,PERCENT
95353,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,34.41801,2015,Eurostat,,C,G,FEMALE,SOFT,PERCENT
95354,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,44.62492,2015,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,INST,PERCENT
95355,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,36.04411,2015,Eurostat,,C,G,MALE,EPRS,PERCENT
95356,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,37.66329,2015,Eurostat,,C,G,FEMALE,ARSP,PERCENT
95357,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,74.99185,2015,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,EMAIL,PERCENT
95358,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,57.6246,2015,Eurostat,,C,G,MALE,COPA,PERCENT
95359,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,33.00809,2015,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,EPRS,PERCENT
95360,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,58.09006,2015,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,TRAF,PERCENT
95361,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,67.97507,2015,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,CMFL,PERCENT
95362,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,61.2597,2015,Eurostat,,C,G,MALE,TRAF,PERCENT
95363,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,1.8474,2015,Eurostat,,C,G,FEMALE,PCPR,PERCENT
95364,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,44.7927,2015,Eurostat,,C,G,MALE,SOFT,PERCENT
95365,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2015,39.58741,2015,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,SOFT,PERCENT
95366,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,67.87151,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,MALE,COPA,PERCENT
95367,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,37.52844,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,MALE,EPRS,PERCENT
95368,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,70.61673,2016,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,CMFL,PERCENT
95369,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,52.49525,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,FEMALE,TRAF,PERCENT
95370,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,46.11699,2016,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,INST,PERCENT
95371,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,65.15784,2016,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,COPA,PERCENT
95372,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,74.13914,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,MALE,CMFL,PERCENT
95373,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,14.39919,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,MALE,PCPR,PERCENT
95374,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,54.87458,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,MALE,INST,PERCENT
95375,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,67.11911,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,FEMALE,CMFL,PERCENT
95376,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,31.46779,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,FEMALE,EPRS,PERCENT
95377,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,77.54457,2016,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,EMAIL,PERCENT
95378,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,42.93979,2016,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,SOFT,PERCENT
95379,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,9.29387,2016,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,PCPR,PERCENT
95380,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,40.30356,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,FEMALE,ARSP,PERCENT
95381,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,62.46328,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,FEMALE,COPA,PERCENT
95382,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,34.48741,2016,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,EPRS,PERCENT
95383,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,44.48627,2016,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,ARSP,PERCENT
95384,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,37.42105,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,FEMALE,INST,PERCENT
95385,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,56.93061,2016,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,TRAF,PERCENT
95386,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,61.39741,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,MALE,TRAF,PERCENT
95387,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,48.69863,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,MALE,ARSP,PERCENT
95388,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2016,4.22448,2016,"Algemene Directie Statistiek - Statistics Belgium
Direction Générale Statistique - Statistics Belgium",,C,G,FEMALE,PCPR,PERCENT
95389,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,45.071,2017,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,ARSP,PERCENT
95390,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,60.37424,2017,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,CMFL,PERCENT
95391,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,42.6643,2017,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,SOFT,PERCENT
95392,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,69.02152,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,FEMALE,CMFL,PERCENT
95393,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,13.63238,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,MALE,PCPR,PERCENT
95394,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,55.83529,2017,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,TRAF,PERCENT
95395,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,64.85681,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,FEMALE,COPA,PERCENT
95396,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,33.59538,2017,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,EPRS,PERCENT
95397,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,36.25262,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,MALE,EPRS,PERCENT
95398,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,70.48147,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,MALE,CMFL,PERCENT
95399,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,5.22668,2017,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,PCPR,PERCENT
95400,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,47.94483,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,MALE,ARSP,PERCENT
95401,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,4.39548,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,FEMALE,PCPR,PERCENT
95402,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,58.81968,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,MALE,TRAF,PERCENT
95403,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,44.2665,2017,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,INST,PERCENT
95404,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,65.28655,2017,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,COPA,PERCENT
95405,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,52.87236,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,FEMALE,TRAF,PERCENT
95406,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,37.77335,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,FEMALE,INST,PERCENT
95407,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,65.71941,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,MALE,COPA,PERCENT
95408,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,80.5395,2017,Direction Générale Statistique - Statistics Belgium,,C,G,BOTHSEX,EMAIL,PERCENT
95409,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,50.80666,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,MALE,INST,PERCENT
95410,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,30.95723,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,FEMALE,EPRS,PERCENT
95411,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2017,40.86165,2017,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",,C,G,FEMALE,ARSP,PERCENT
95412,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2019,60.04755,2019,Statistics Belgium (Statbel),,C,G,MALE,COPA,PERCENT
95413,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2019,44.77836,2019,Statistics Belgium (Statbel),,C,G,BOTHSEX,ARSP,PERCENT
95414,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",56,Belgium,2019,39.41004,2019,Statistics Belgium (Statbel),,C,G,FEMALE,ARSP,PERCENT
