,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,BasePeriod,Source,FootNote,Nature,Reporting Type,Units
194829,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",39,Southern Europe,2009,8.98236,2009,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194830,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",39,Southern Europe,2010,8.83972,2010,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194831,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",39,Southern Europe,2011,8.48224,2011,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194832,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",39,Southern Europe,2012,8.88023,2012,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194833,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",39,Southern Europe,2013,15.44829,2013,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194834,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",39,Southern Europe,2014,13.93393,2014,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194835,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",39,Southern Europe,2015,13.83466,2015,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194836,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",39,Southern Europe,2016,15.00345,2016,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194837,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",39,Southern Europe,2017,22.90332,2017,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194838,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",39,Southern Europe,2018,21.87879,2018,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194839,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",39,Southern Europe,2019,36.49884,2019,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194840,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2006,6.7,2006,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194841,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2007,6.5,2007,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194842,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2008,8.5,2008,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194843,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2009,16.3,2009,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194844,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2010,18.0,2010,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194845,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2011,21.6,2011,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194846,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2012,19.2,2012,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194847,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2013,19.3,2013,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194848,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2014,19.2,2014,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194849,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2015,14.1,2015,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194850,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2016,9.6,2016,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194851,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2017,13.8,2017,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194852,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2018,11.0,2018,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194853,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",50,Bangladesh,2019,16.2,2019,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194854,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2006,0.5,2006,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194855,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2007,0.5,2007,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194856,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2008,1.1,2008,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194857,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2009,1.9,2009,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194858,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2010,1.6,2010,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194859,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2011,1.4,2011,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194860,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2012,1.6,2012,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194861,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2013,5.1,2013,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194862,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2014,4.6,2014,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194863,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2015,3.7,2015,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194864,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2016,3.6,2016,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194865,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2017,6.4,2017,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194866,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2018,4.7,2018,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194867,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",51,Armenia,2019,5.7,2019,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194868,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",52,Barbados,2008,0.1,2008,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194869,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",52,Barbados,2009,0.2,2009,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194870,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",52,Barbados,2010,0.0,2010,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194871,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2006,27.47234,2006,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194872,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2007,21.68414,2007,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194873,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2008,19.69439,2008,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194874,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2009,32.84848,2009,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194875,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2010,30.74355,2010,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194876,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2011,33.59959,2011,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194877,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2012,30.52756,2012,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194878,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2013,43.00643,2013,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194879,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2014,36.60827,2014,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194880,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2015,43.75389,2015,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194881,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2016,40.26557,2016,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194882,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2017,21.441,2017,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194883,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2018,27.83668,2018,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194884,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",54,Melanesia,2019,21.27275,2019,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194885,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2006,3.85384,2006,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194886,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2007,2.84957,2007,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194887,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2008,4.68926,2008,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194888,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2009,5.02987,2009,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194889,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2010,6.6327,2010,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194890,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2011,5.37117,2011,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194891,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2012,4.5166,2012,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194892,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2013,3.10347,2013,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194893,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2014,3.07773,2014,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194894,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2015,4.15906,2015,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194895,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2016,3.86803,2016,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194896,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2017,15.34033,2017,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194897,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2018,4.69969,2018,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194898,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",57,Micronesia,2019,3.75469,2019,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194899,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2006,6.18969,2006,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194900,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2007,4.78189,2007,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194901,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2008,4.33152,2008,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194902,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2009,9.75949,2009,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194903,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2010,9.54951,2010,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194904,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2011,10.41366,2011,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194905,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2012,10.77732,2012,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194906,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2013,12.53688,2013,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194907,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2014,11.9072,2014,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194908,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2015,11.46229,2015,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194909,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2016,10.85619,2016,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194910,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2017,11.54465,2017,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194911,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2018,12.67738,2018,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194912,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",61,Polynesia,2019,11.15249,2019,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194913,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",64,Bhutan,2006,1.2,2006,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194914,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",64,Bhutan,2007,1.9,2007,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
194915,4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars)",64,Bhutan,2008,2.3,2008,2019.0,The Organisation for Economic Co-operation and Development (OECD).,"Gross disbursements; Based on OECD, CRS databased, 2021; Constant 2019 USD million",C,G,CON_USD
