,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,Age,Nature,Reporting Type,Sex,Type of skill,Units
180133,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",250,France,2012,78.95599,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,LITE,PERCENT
180134,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",250,France,2012,78.25999,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180135,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",250,France,2012,71.73375,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,NUME,PERCENT
180136,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",250,France,2012,73.98214,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,NUME,PERCENT
180137,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",250,France,2012,69.58778,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,NUME,PERCENT
180138,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",250,France,2012,77.53077,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,LITE,PERCENT
180139,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",268,Georgia,2013,95.866,2013,Skills Towards Employability and Productivity (STEP) of World Bank Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180140,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",275,State of Palestine,2011,71.5,2011,"National Assessment (NA): Literacy Assessment and Monitoring Programme (LAMP); Proficient = Level 3, Level 2; Not Proficient = Level 1; Combination of Prose and Documents Data extracted on 13 April 2021.",16-65,C,G,MALE,LITE,PERCENT
180141,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",275,State of Palestine,2011,69.0,2011,"National Assessment (NA): Literacy Assessment and Monitoring Programme (LAMP); Proficient = Level 3, Level 2; Not Proficient = Level 1; Combination of Prose and Documents Data extracted on 13 April 2021.",16-65,C,G,BOTHSEX,LITE,PERCENT
180142,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",275,State of Palestine,2011,64.0,2011,"National Assessment (NA): Literacy Assessment and Monitoring Programme (LAMP); Proficient = Level 3, Level 2; Not Proficient = Level 1 Data extracted on 13 April 2021.",16-65,C,G,BOTHSEX,NUME,PERCENT
180143,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",275,State of Palestine,2011,54.0,2011,"National Assessment (NA): Literacy Assessment and Monitoring Programme (LAMP); Proficient = Level 3, Level 2; Not Proficient = Level 1 Data extracted on 13 April 2021.",16-65,C,G,FEMALE,NUME,PERCENT
180144,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",275,State of Palestine,2011,67.5,2011,"National Assessment (NA): Literacy Assessment and Monitoring Programme (LAMP); Proficient = Level 3, Level 2; Not Proficient = Level 1; Combination of Prose and Documents Data extracted on 13 April 2021.",16-65,C,G,FEMALE,LITE,PERCENT
180145,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",275,State of Palestine,2011,74.0,2011,"National Assessment (NA): Literacy Assessment and Monitoring Programme (LAMP); Proficient = Level 3, Level 2; Not Proficient = Level 1 Data extracted on 13 April 2021.",16-65,C,G,MALE,NUME,PERCENT
180146,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",276,Germany,2012,81.33037,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,NUME,PERCENT
180147,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",276,Germany,2012,77.40175,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,NUME,PERCENT
180148,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",276,Germany,2012,82.21861,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180149,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",276,Germany,2012,81.14138,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,LITE,PERCENT
180150,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",276,Germany,2012,83.27415,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,LITE,PERCENT
180151,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",276,Germany,2012,85.17989,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,NUME,PERCENT
180152,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",288,Ghana,2013,50.439,2013,Skills Towards Employability and Productivity (STEP) of World Bank Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180153,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",300,Greece,2015,73.22185,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180154,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",300,Greece,2015,71.16701,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,NUME,PERCENT
180155,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",300,Greece,2015,75.09601,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,LITE,PERCENT
180156,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",300,Greece,2015,73.27045,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,NUME,PERCENT
180157,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",300,Greece,2015,71.27958,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,LITE,PERCENT
180158,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",300,Greece,2015,69.13732,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,NUME,PERCENT
180159,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",348,Hungary,2017,79.73572,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,LITE,PERCENT
180160,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",348,Hungary,2017,82.63984,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,NUME,PERCENT
180161,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",348,Hungary,2017,81.75168,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,NUME,PERCENT
180162,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",348,Hungary,2017,82.20148,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,NUME,PERCENT
180163,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",348,Hungary,2017,81.35534,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180164,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",348,Hungary,2017,82.93382,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,LITE,PERCENT
180165,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",372,Ireland,2012,71.46496,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,NUME,PERCENT
180166,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",372,Ireland,2012,78.08518,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,NUME,PERCENT
180167,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",372,Ireland,2012,82.71765,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,LITE,PERCENT
180168,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",372,Ireland,2012,82.47621,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180169,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",372,Ireland,2012,74.70376,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,NUME,PERCENT
180170,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",372,Ireland,2012,82.22414,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,LITE,PERCENT
180171,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",376,Israel,2015,72.6085,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,LITE,PERCENT
180172,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",376,Israel,2015,65.38005,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,NUME,PERCENT
180173,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",376,Israel,2015,72.23684,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180174,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",376,Israel,2015,68.33003,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,NUME,PERCENT
180175,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",376,Israel,2015,71.39946,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,NUME,PERCENT
180176,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",376,Israel,2015,71.85013,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,LITE,PERCENT
180177,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",380,Italy,2012,70.80733,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,LITE,PERCENT
180178,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",380,Italy,2012,65.18254,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,NUME,PERCENT
180179,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",380,Italy,2012,73.46418,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,LITE,PERCENT
180180,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",380,Italy,2012,68.11126,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,NUME,PERCENT
180181,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",380,Italy,2012,72.13567,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180182,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",380,Italy,2012,71.03962,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,NUME,PERCENT
180183,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",392,Japan,2012,94.90152,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,LITE,PERCENT
180184,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",392,Japan,2012,92.70958,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,NUME,PERCENT
180185,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",392,Japan,2012,90.77611,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,NUME,PERCENT
180186,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",392,Japan,2012,91.7481,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,NUME,PERCENT
180187,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",392,Japan,2012,95.24182,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,LITE,PERCENT
180188,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",392,Japan,2012,95.07075,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180189,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",398,Kazakhstan,2017,72.60851,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,LITE,PERCENT
180190,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",398,Kazakhstan,2017,72.87047,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,NUME,PERCENT
180191,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",398,Kazakhstan,2017,73.47719,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,NUME,PERCENT
180192,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",398,Kazakhstan,2017,74.60907,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,LITE,PERCENT
180193,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",398,Kazakhstan,2017,73.64106,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180194,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",398,Kazakhstan,2017,73.18361,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,NUME,PERCENT
180195,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",404,Kenya,2006,64.6,2006,"National Assessment (NA): Kenya National Adult Literacy Survey Report 2007; Proficient = Level 5, Level 4, Level 3; Not Proficient = Level 2, Level 1, Level 0 Data extracted on 13 April 2021.",16-65,C,G,BOTHSEX,NUME,PERCENT
180196,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",404,Kenya,2006,61.5,2006,"National Assessment (NA): Kenya National Adult Literacy Survey Report 2007; Proficient = Level 5, Level 4, Level 3; Not Proficient = Level 2, Level 1, Level 0 Data extracted on 13 April 2021.",16-65,C,G,BOTHSEX,LITE,PERCENT
180197,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",410,Republic of Korea,2012,83.71823,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,NUME,PERCENT
180198,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",410,Republic of Korea,2012,78.38933,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,NUME,PERCENT
180199,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",410,Republic of Korea,2012,85.61688,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,LITE,PERCENT
180200,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",410,Republic of Korea,2012,81.04022,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,NUME,PERCENT
180201,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",410,Republic of Korea,2012,87.10099,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180202,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",410,Republic of Korea,2012,88.60029,2012,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,LITE,PERCENT
180203,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",418,Lao People's Democratic Republic,2012,73.7876,2012,Skills Towards Employability and Productivity (STEP) of World Bank Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180204,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",419,Latin America and the Caribbean,2020,31.30906,2015-2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,16-65,E,G,FEMALE,NUME,PERCENT
180205,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",419,Latin America and the Caribbean,2020,35.6297,2015-2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,16-65,E,G,BOTHSEX,NUME,PERCENT
180206,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",419,Latin America and the Caribbean,2020,39.95034,2015-2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,16-65,E,G,MALE,NUME,PERCENT
180207,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",419,Latin America and the Caribbean,2020,44.56567,2015-2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,16-65,E,G,MALE,LITE,PERCENT
180208,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",419,Latin America and the Caribbean,2020,43.12403,2015-2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,16-65,E,G,FEMALE,LITE,PERCENT
180209,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",419,Latin America and the Caribbean,2020,43.84485,2015-2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,16-65,E,G,BOTHSEX,LITE,PERCENT
180210,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",440,Lithuania,2015,83.18726,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,LITE,PERCENT
180211,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",440,Lithuania,2015,82.02556,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,NUME,PERCENT
180212,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",440,Lithuania,2015,81.55608,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,NUME,PERCENT
180213,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",440,Lithuania,2015,81.77709,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,NUME,PERCENT
180214,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",440,Lithuania,2015,84.24335,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180215,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",440,Lithuania,2015,85.1827,2015,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,LITE,PERCENT
180216,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",484,Mexico,2017,35.30738,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,NUME,PERCENT
180217,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",484,Mexico,2017,49.47274,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,LITE,PERCENT
180218,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",484,Mexico,2017,49.09482,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,LITE,PERCENT
180219,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",484,Mexico,2017,39.54352,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,BOTHSEX,NUME,PERCENT
180220,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",484,Mexico,2017,44.12708,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,MALE,NUME,PERCENT
180221,4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",484,Mexico,2017,48.74554,2017,Programme for the International Assessment of Adult Competencies (PIAAC) Data extracted on 13 April 2021.,16-65,C,G,FEMALE,LITE,PERCENT
