,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Education level,Nature,Reporting Type,Sex,Units
200188,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2012,95.10029,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,MALE,PERCENT
200189,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2012,97.70364,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,BOTHSEX,PERCENT
200190,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2012,95.03697,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,FEMALE,PERCENT
200191,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2012,87.9387,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,MALE,PERCENT
200192,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2012,95.97241,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,BOTHSEX,PERCENT
200193,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2013,87.92617,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,MALE,PERCENT
200194,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2013,97.34312,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,FEMALE,PERCENT
200195,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2013,98.49617,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,BOTHSEX,PERCENT
200196,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2013,92.57347,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,MALE,PERCENT
200197,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2013,96.5433,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,FEMALE,PERCENT
200198,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2013,96.28979,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,BOTHSEX,PERCENT
200199,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2013,95.15709,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,BOTHSEX,PERCENT
200200,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2014,94.94212,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,BOTHSEX,PERCENT
200201,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2014,98.8674,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,FEMALE,PERCENT
200202,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2014,87.90858,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,MALE,PERCENT
200203,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2014,97.0025,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,BOTHSEX,PERCENT
200204,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2014,99.50997,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,BOTHSEX,PERCENT
200205,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2015,91.13672,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,BOTHSEX,PERCENT
200206,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2015,99.3536,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,MALE,PERCENT
200207,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2015,90.93388,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,FEMALE,PERCENT
200208,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2015,94.58102,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,MALE,PERCENT
200209,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2015,95.76123,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,FEMALE,PERCENT
200210,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2015,95.35058,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,BOTHSEX,PERCENT
200211,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2015,99.50797,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,BOTHSEX,PERCENT
200212,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2016,97.31971,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,FEMALE,PERCENT
200213,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2016,91.37857,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,MALE,PERCENT
200214,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2016,89.04625,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,FEMALE,PERCENT
200215,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2016,94.52596,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,MALE,PERCENT
200216,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2016,89.18055,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,BOTHSEX,PERCENT
200217,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2016,93.19946,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,FEMALE,PERCENT
200218,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2016,99.6233,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,BOTHSEX,PERCENT
200219,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2016,99.94041,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,E,G,BOTHSEX,PERCENT
200220,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2016,95.27617,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,BOTHSEX,PERCENT
200221,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2016,93.33736,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,BOTHSEX,PERCENT
200222,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2016,93.59838,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,MALE,PERCENT
200223,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2017,84.69786,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,FEMALE,PERCENT
200224,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2017,92.36833,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,MALE,PERCENT
200225,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2017,97.76936,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,FEMALE,PERCENT
200226,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2017,95.94567,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,BOTHSEX,PERCENT
200227,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2017,99.16408,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,BOTHSEX,PERCENT
200228,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2017,99.46176,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,MALE,PERCENT
200229,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2017,93.50552,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,MALE,PERCENT
200230,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2017,93.04861,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,BOTHSEX,PERCENT
200231,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2017,99.13368,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,FEMALE,PERCENT
200232,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2017,92.81004,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,FEMALE,PERCENT
200233,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2017,84.8407,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,BOTHSEX,PERCENT
200234,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2017,90.71826,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,MALE,PERCENT
200235,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2018,93.05672,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,MALE,PERCENT
200236,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2018,97.86517,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,MALE,PERCENT
200237,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2018,98.2358,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,BOTHSEX,PERCENT
200238,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2018,95.75436,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,BOTHSEX,PERCENT
200239,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2018,97.55765,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,FEMALE,PERCENT
200240,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2018,92.26971,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,MALE,PERCENT
200241,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2018,92.3703,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,FEMALE,PERCENT
200242,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2018,98.27179,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,FEMALE,PERCENT
200243,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2018,92.60455,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,BOTHSEX,PERCENT
200244,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2019,98.04974,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,FEMALE,PERCENT
200245,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2019,81.7633,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,E,G,BOTHSEX,PERCENT
200246,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2019,93.13758,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,MALE,PERCENT
200247,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2019,98.44951,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,FEMALE,PERCENT
200248,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2019,96.64026,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,BOTHSEX,PERCENT
200249,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2019,97.94595,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,BOTHSEX,PERCENT
200250,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",143,Central Asia,2019,96.99754,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,MALE,PERCENT
200251,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2010,83.11032,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
200252,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2010,82.11015,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,BOTHSEX,PERCENT
200253,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2010,83.11075,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
200254,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2010,82.6087,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,MALE,PERCENT
200255,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2011,82.39038,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,BOTHSEX,PERCENT
200256,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2011,82.11032,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,BOTHSEX,PERCENT
200257,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2012,80.98224,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
200258,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2012,80.98195,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
200259,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2012,81.25,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,MALE,PERCENT
200260,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2013,82.6087,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,MALE,PERCENT
200261,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2013,81.13704,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
200262,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2013,72.06186,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,BOTHSEX,PERCENT
200263,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2013,81.13819,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
200264,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2013,80.24323,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,BOTHSEX,PERCENT
200265,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2014,86.78423,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
200266,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2014,86.7826,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
200267,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2014,89.47368,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,MALE,PERCENT
200268,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2015,84.61538,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,MALE,PERCENT
200269,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2015,82.68098,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
200270,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2015,86.13199,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,BOTHSEX,PERCENT
200271,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2015,86.37605,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,FEMALE,PERCENT
200272,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2015,82.68173,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
200273,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2015,85.49763,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,MALE,PERCENT
200274,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2015,85.83134,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,FEMALE,PERCENT
200275,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2015,88.74159,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,MALE,PERCENT
200276,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2015,86.2258,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,BOTHSEX,PERCENT
200277,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2016,75.50223,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,MALE,PERCENT
200278,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2016,83.83696,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,FEMALE,PERCENT
200279,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2016,81.37177,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,BOTHSEX,PERCENT
200280,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2016,85.04174,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,BOTHSEX,PERCENT
200281,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2016,77.27356,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,E,G,BOTHSEX,PERCENT
200282,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2016,79.44385,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,BOTHSEX,PERCENT
200283,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2016,87.87581,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,MALE,PERCENT
200284,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2016,84.60633,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,FEMALE,PERCENT
200285,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2017,84.52123,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,BOTHSEX,PERCENT
200286,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2017,84.85367,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,FEMALE,PERCENT
200287,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2017,86.99863,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
200288,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2017,80.61072,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,MALE,PERCENT
200289,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2017,77.80138,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,MALE,PERCENT
200290,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2017,80.82835,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,FEMALE,PERCENT
200291,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2017,83.03926,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,FEMALE,PERCENT
200292,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2017,84.61538,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,MALE,PERCENT
200293,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",144,Sri Lanka,2017,86.99774,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
